customer_id,city,gender,loyalty_tier,age,recency,frequency,monetary,avg_order_value,total_quantity,total_order,cancel_count,cancel_rate,avg_discount,avg_shipping_cost,cluster,cluster_label
CUST-003549,Bandung,Male,Platinum,31,20,28,16185800.0,578064.0,39,37,6,0.1622,9.59,14189.0,0,High Value Customer
CUST-003550,Medan,Female,Silver,22,10,26,11057900.0,425304.0,37,32,3,0.0938,11.09,12094.0,0,High Value Customer
CUST-003551,Jakarta,Female,Gold,35,110,12,5739700.0,478308.0,14,14,2,0.1429,6.43,14929.0,2,Low Engagement Customer
CUST-003552,Depok,Male,Gold,32,194,7,2003800.0,286257.0,11,10,3,0.3,12.0,11500.0,1,At Risk Customer
CUST-003553,Jakarta,Female,Bronze,42,211,4,547600.0,136900.0,5,5,0,0.0,6.0,16200.0,2,Low Engagement Customer
CUST-003554,Semarang,Female,Silver,28,73,3,788000.0,262667.0,4,5,1,0.2,8.0,14600.0,1,At Risk Customer
CUST-003555,Jakarta,Male,Silver,30,380,4,1260700.0,315175.0,5,5,1,0.2,7.0,18400.0,1,At Risk Customer
CUST-003556,Jakarta,Female,Bronze,33,9,8,2423200.0,302900.0,10,10,1,0.1,10.0,15700.0,2,Low Engagement Customer
CUST-003557,Surabaya,Male,Bronze,24,30,3,2258900.0,752967.0,5,5,1,0.2,1.0,11800.0,1,At Risk Customer
CUST-003558,Bandung,Female,Bronze,25,105,4,333400.0,83350.0,5,5,1,0.2,7.0,10000.0,1,At Risk Customer
CUST-003559,Bekasi,Male,Silver,32,85,12,6608500.0,550708.0,16,14,1,0.0714,10.71,12214.0,2,Low Engagement Customer
CUST-003560,Bandung,Male,Bronze,27,44,13,3799700.0,292285.0,18,14,0,0.0,13.21,12786.0,2,Low Engagement Customer
CUST-003561,Bali,Male,Bronze,42,15,4,459900.0,114975.0,5,5,0,0.0,5.0,12400.0,2,Low Engagement Customer
CUST-003562,Yogyakarta,Female,Bronze,37,109,4,5636600.0,1409150.0,7,5,1,0.2,5.0,9600.0,1,At Risk Customer
CUST-003563,Jakarta,Female,Bronze,18,3,20,20773900.0,1038695.0,29,28,5,0.1786,10.71,13071.0,0,High Value Customer
CUST-003564,Jakarta,Male,Platinum,36,12,42,15636700.0,372302.0,54,46,2,0.0435,11.09,11500.0,0,High Value Customer
CUST-003565,Surabaya,Male,Bronze,36,72,3,1564600.0,521533.0,3,5,0,0.0,10.0,19200.0,2,Low Engagement Customer
CUST-003566,Bandung,Female,Silver,35,27,8,3454200.0,431775.0,11,14,2,0.1429,10.36,15071.0,2,Low Engagement Customer
CUST-003567,Semarang,Female,Bronze,30,512,4,3177200.0,794300.0,7,5,1,0.2,9.0,10200.0,1,At Risk Customer
CUST-003568,Jakarta,Female,Bronze,23,125,3,1594100.0,531367.0,3,5,1,0.2,15.0,4200.0,1,At Risk Customer
CUST-003569,Makassar,Female,Silver,44,3,12,12948800.0,1079067.0,16,14,2,0.1429,8.93,13500.0,2,Low Engagement Customer
CUST-003570,Semarang,Female,Bronze,31,298,5,945700.0,189140.0,7,5,0,0.0,11.0,13200.0,2,Low Engagement Customer
CUST-003571,Palembang,Male,Silver,24,122,3,1013300.0,337767.0,3,5,1,0.2,12.0,10800.0,1,At Risk Customer
CUST-003572,Makassar,Female,Bronze,36,87,3,394200.0,131400.0,3,5,0,0.0,16.0,9800.0,2,Low Engagement Customer
CUST-003573,Bekasi,Female,Bronze,25,167,4,578100.0,144525.0,4,5,0,0.0,14.0,12000.0,2,Low Engagement Customer
CUST-003574,Palembang,Unknown,Gold,23,1,42,27732400.0,660295.0,55,50,4,0.08,8.8,12580.0,0,High Value Customer
CUST-003575,Bali,Female,Silver,28,81,4,806600.0,201650.0,7,5,0,0.0,6.0,14000.0,2,Low Engagement Customer
CUST-003576,Depok,Male,Silver,26,22,5,3073300.0,614660.0,10,5,0,0.0,13.0,12000.0,2,Low Engagement Customer
CUST-003577,Bandung,Male,Gold,23,3,19,9375600.0,493453.0,25,19,0,0.0,7.63,13368.0,2,Low Engagement Customer
CUST-003578,Jakarta,Female,Silver,39,112,5,2599200.0,519840.0,6,5,0,0.0,13.0,15200.0,2,Low Engagement Customer
CUST-003579,Jakarta,Female,Silver,30,63,11,3858800.0,350800.0,15,19,4,0.2105,13.95,11737.0,1,At Risk Customer
CUST-003580,Jakarta,Female,Gold,43,2,85,31776400.0,373840.0,116,100,10,0.1,11.45,12500.0,0,High Value Customer
CUST-003581,Jakarta,Female,Silver,32,36,5,1328600.0,265720.0,6,5,0,0.0,17.0,12000.0,2,Low Engagement Customer
CUST-003582,Jakarta,Female,Silver,18,210,5,6286300.0,1257260.0,8,5,0,0.0,17.0,12400.0,2,Low Engagement Customer
CUST-003583,Tangerang,Male,Bronze,33,151,4,930900.0,232725.0,6,5,1,0.2,13.0,13400.0,1,At Risk Customer
CUST-003584,Bandung,Female,Bronze,48,198,2,504600.0,252300.0,3,5,2,0.4,11.0,13400.0,1,At Risk Customer
CUST-003585,Surabaya,Male,Bronze,36,13,4,820300.0,205075.0,7,5,0,0.0,18.0,13000.0,2,Low Engagement Customer
CUST-003586,Jakarta,Male,Gold,60,15,61,33398300.0,547513.0,87,73,5,0.0685,9.45,13329.0,0,High Value Customer
CUST-003587,Makassar,Male,Silver,34,108,18,8600700.0,477817.0,24,19,0,0.0,10.0,13368.0,2,Low Engagement Customer
CUST-003588,Semarang,Female,Bronze,34,180,9,4047400.0,449711.0,12,10,1,0.1,10.0,12300.0,2,Low Engagement Customer
CUST-003589,Yogyakarta,Male,Bronze,18,213,4,2522900.0,630725.0,8,5,0,0.0,6.0,15400.0,2,Low Engagement Customer
CUST-003590,Medan,Male,Silver,35,120,24,10017900.0,417412.0,36,28,3,0.1071,8.04,12321.0,2,Low Engagement Customer
CUST-003591,Jakarta,Female,Bronze,33,3,8,2940000.0,367500.0,8,10,2,0.2,4.0,15300.0,1,At Risk Customer
CUST-003592,Jakarta,Male,Bronze,28,125,7,2373500.0,339071.0,10,10,0,0.0,9.5,12800.0,2,Low Engagement Customer
CUST-003593,Surabaya,Female,Silver,30,354,5,2951500.0,590300.0,8,5,0,0.0,13.0,9000.0,2,Low Engagement Customer
CUST-003594,Jakarta,Female,Bronze,31,224,4,1843700.0,460925.0,6,5,0,0.0,5.0,12600.0,2,Low Engagement Customer
CUST-003595,Tangerang,Female,Bronze,30,185,4,4533800.0,1133450.0,8,5,0,0.0,11.0,12000.0,2,Low Engagement Customer
CUST-003596,Jakarta,Female,Silver,50,33,17,20511800.0,1206576.0,32,19,1,0.0526,8.68,12842.0,0,High Value Customer
CUST-003597,Jakarta,Male,Bronze,28,268,3,1043900.0,347967.0,4,5,1,0.2,7.0,14000.0,1,At Risk Customer
CUST-003598,Palembang,Female,Bronze,33,77,4,1628900.0,407225.0,7,5,0,0.0,9.0,14400.0,2,Low Engagement Customer
CUST-003599,Surabaya,Male,Silver,28,32,3,534600.0,178200.0,3,5,0,0.0,6.0,13600.0,2,Low Engagement Customer
CUST-003600,Malang,Female,Bronze,31,19,4,1676000.0,419000.0,6,5,1,0.2,6.0,12400.0,1,At Risk Customer
CUST-003601,Yogyakarta,Male,Bronze,33,46,2,667300.0,333650.0,2,5,2,0.4,17.0,15600.0,1,At Risk Customer
CUST-003602,Tangerang,Female,Bronze,29,68,4,1606800.0,401700.0,6,5,1,0.2,8.0,15600.0,1,At Risk Customer
CUST-003603,Bandung,Male,Bronze,18,231,4,2515300.0,628825.0,7,5,0,0.0,5.0,13000.0,2,Low Engagement Customer
CUST-003604,Jakarta,Male,Bronze,34,52,4,2060200.0,515050.0,5,5,1,0.2,11.0,15600.0,1,At Risk Customer
CUST-003605,Unknown,Male,Platinum,29,7,288,183474900.0,637066.0,393,353,34,0.0963,9.5,12708.0,3,Top Spender
CUST-003606,Bandung,Male,Bronze,31,628,2,442900.0,221450.0,2,5,2,0.4,13.0,9600.0,1,At Risk Customer
CUST-003607,Jakarta,Female,Platinum,21,107,11,3185600.0,289600.0,12,14,2,0.1429,7.86,15071.0,2,Low Engagement Customer
CUST-003608,Jakarta,Male,Silver,44,273,10,5119300.0,511930.0,10,14,3,0.2143,12.86,11929.0,1,At Risk Customer
CUST-003609,Palembang,Female,Bronze,39,441,4,2340700.0,585175.0,8,5,1,0.2,9.0,14000.0,1,At Risk Customer
CUST-003610,Surabaya,Unknown,Gold,44,197,8,2351800.0,293975.0,10,10,2,0.2,19.0,11500.0,1,At Risk Customer
CUST-003611,Palembang,Female,Bronze,42,47,5,2408500.0,481700.0,8,5,0,0.0,9.0,10000.0,2,Low Engagement Customer
CUST-003612,Makassar,Male,Bronze,37,28,3,1422300.0,474100.0,4,5,1,0.2,20.0,15200.0,1,At Risk Customer
CUST-003613,Balikpapan,Male,Bronze,21,350,5,2413000.0,482600.0,5,5,0,0.0,31.0,12600.0,2,Low Engagement Customer
CUST-003614,Bekasi,Female,Bronze,48,260,3,458100.0,152700.0,3,5,1,0.2,17.0,12400.0,1,At Risk Customer
CUST-003615,Jakarta,Male,Silver,23,227,13,8746000.0,672769.0,16,19,4,0.2105,11.05,13211.0,1,At Risk Customer
CUST-003616,Semarang,Male,Platinum,29,14,110,43815100.0,398319.0,146,141,19,0.1348,9.75,12284.0,3,Top Spender
CUST-003617,Palembang,Female,Bronze,38,192,4,819300.0,204825.0,5,5,0,0.0,17.0,15000.0,2,Low Engagement Customer
CUST-003618,Yogyakarta,Female,Bronze,38,12,5,1803900.0,360780.0,8,5,0,0.0,6.0,9000.0,2,Low Engagement Customer
CUST-003619,Palembang,Female,Platinum,37,5,104,43024900.0,413701.0,136,127,11,0.0866,11.22,13157.0,3,Top Spender
CUST-003620,Jakarta,Male,Bronze,28,12,5,3662500.0,732500.0,7,5,0,0.0,12.0,14600.0,2,Low Engagement Customer
CUST-003621,Surabaya,Female,Bronze,26,458,4,1360000.0,340000.0,4,5,1,0.2,11.0,9000.0,1,At Risk Customer
CUST-003622,Semarang,Male,Platinum,54,32,12,6971700.0,580975.0,15,14,1,0.0714,7.5,17857.0,2,Low Engagement Customer
CUST-003623,Bali,Male,Silver,31,214,4,1906300.0,476575.0,5,5,1,0.2,9.0,11600.0,1,At Risk Customer
CUST-003624,Balikpapan,Female,Bronze,30,278,5,6635700.0,1327140.0,6,5,0,0.0,8.0,9600.0,2,Low Engagement Customer
CUST-003625,Bandung,Male,Bronze,25,13,5,1807400.0,361480.0,6,5,0,0.0,10.0,11400.0,2,Low Engagement Customer
CUST-003626,Bekasi,Male,Bronze,34,54,3,5574200.0,1858067.0,7,5,1,0.2,4.0,12800.0,1,At Risk Customer
CUST-003627,Medan,Male,Bronze,33,104,4,796400.0,199100.0,5,5,0,0.0,12.0,18400.0,2,Low Engagement Customer
CUST-003628,Medan,Female,Bronze,31,7,4,1743700.0,435925.0,7,5,1,0.2,5.0,15600.0,1,At Risk Customer
CUST-003629,Bandung,Female,Bronze,35,1,3,228000.0,76000.0,3,5,0,0.0,17.0,10800.0,2,Low Engagement Customer
CUST-003630,Palembang,Female,Silver,47,255,7,6979500.0,997071.0,10,10,1,0.1,4.0,15100.0,2,Low Engagement Customer
CUST-003631,Semarang,Female,Bronze,26,306,3,640300.0,213433.0,4,5,1,0.2,10.0,9600.0,1,At Risk Customer
CUST-003632,Bandung,Male,Platinum,32,42,12,4697800.0,391483.0,19,14,2,0.1429,7.5,12857.0,2,Low Engagement Customer
CUST-003633,Tangerang,Male,Silver,26,141,7,3051300.0,435900.0,8,10,1,0.1,12.0,13700.0,2,Low Engagement Customer
CUST-003634,Bandung,Male,Platinum,34,70,17,7394700.0,434982.0,24,19,0,0.0,8.16,11263.0,2,Low Engagement Customer
CUST-003635,Semarang,Male,Gold,26,89,31,10124800.0,326606.0,37,37,3,0.0811,8.24,11189.0,0,High Value Customer
CUST-003636,Bandung,Female,Bronze,27,37,5,610000.0,122000.0,5,5,0,0.0,12.0,12400.0,2,Low Engagement Customer
CUST-003637,Jakarta,Female,Silver,18,129,5,3770400.0,754080.0,5,5,0,0.0,7.0,10800.0,2,Low Engagement Customer
CUST-003638,Jakarta,Male,Bronze,32,138,5,1252000.0,250400.0,6,5,0,0.0,8.0,6600.0,2,Low Engagement Customer
CUST-003639,Palembang,Male,Silver,35,12,57,20339000.0,356825.0,76,68,6,0.0882,7.65,13456.0,0,High Value Customer
CUST-003640,Bekasi,Male,Silver,48,57,11,4045300.0,367755.0,13,14,3,0.2143,8.21,12857.0,1,At Risk Customer
CUST-003641,Medan,Male,Silver,36,125,4,941400.0,235350.0,4,5,1,0.2,8.0,13400.0,1,At Risk Customer
CUST-003642,Surabaya,Female,Bronze,27,94,9,5544700.0,616078.0,16,10,1,0.1,9.0,13800.0,2,Low Engagement Customer
CUST-003643,Surabaya,Male,Gold,19,46,30,15131700.0,504390.0,37,37,5,0.1351,10.14,13459.0,0,High Value Customer
CUST-003644,Semarang,Male,Bronze,21,153,4,573600.0,143400.0,4,5,0,0.0,10.0,11400.0,2,Low Engagement Customer
CUST-003645,Medan,Female,Bronze,20,68,2,3321900.0,1660950.0,4,5,3,0.6,12.0,12000.0,1,At Risk Customer
CUST-003646,Jakarta,Male,Silver,48,8,4,1122700.0,280675.0,5,5,0,0.0,12.0,16200.0,2,Low Engagement Customer
CUST-003647,Tangerang,Female,Gold,34,27,25,20742500.0,829700.0,41,32,5,0.1562,7.81,13062.0,0,High Value Customer
CUST-003648,Jakarta,Male,Gold,32,27,4,1286300.0,321575.0,4,5,0,0.0,20.0,11800.0,2,Low Engagement Customer
CUST-003649,Palembang,Female,Bronze,23,28,4,3786300.0,946575.0,10,5,0,0.0,9.0,7800.0,2,Low Engagement Customer
CUST-003650,Bandung,Unknown,Bronze,24,471,4,3567200.0,891800.0,8,5,1,0.2,3.0,9600.0,1,At Risk Customer
CUST-003651,Makassar,Female,Bronze,26,14,4,3406800.0,851700.0,5,5,0,0.0,8.0,10000.0,2,Low Engagement Customer
CUST-003652,Yogyakarta,Male,Silver,43,58,22,13762600.0,625573.0,31,28,5,0.1786,7.86,10786.0,0,High Value Customer
CUST-003653,Jakarta,Female,Bronze,31,17,3,827500.0,275833.0,4,5,1,0.2,10.0,11200.0,1,At Risk Customer
CUST-003654,Tangerang,Male,Gold,18,8,57,28707200.0,503635.0,78,77,12,0.1558,10.91,11935.0,0,High Value Customer
CUST-003655,Jakarta,Male,Bronze,52,94,4,1451100.0,362775.0,5,5,1,0.2,6.0,12000.0,1,At Risk Customer
CUST-003656,Bali,Male,Silver,21,2,5,1962300.0,392460.0,6,5,0,0.0,8.0,8400.0,2,Low Engagement Customer
CUST-003657,Jakarta,Male,Silver,26,509,3,1368800.0,456267.0,3,5,2,0.4,14.0,8400.0,1,At Risk Customer
CUST-003658,Bekasi,Female,Bronze,43,458,5,1180100.0,236020.0,7,5,0,0.0,5.0,11200.0,2,Low Engagement Customer
CUST-003659,Jakarta,Female,Bronze,35,98,5,1252800.0,250560.0,5,5,0,0.0,10.0,15200.0,2,Low Engagement Customer
CUST-003660,Surabaya,Female,Bronze,27,59,9,3464500.0,384944.0,11,10,1,0.1,10.5,12700.0,2,Low Engagement Customer
CUST-003661,Semarang,Female,Silver,20,207,10,5162300.0,516230.0,13,10,0,0.0,10.0,11900.0,2,Low Engagement Customer
CUST-003662,Palembang,Female,Bronze,23,352,4,1170300.0,292575.0,5,5,1,0.2,13.0,9200.0,1,At Risk Customer
CUST-003663,Depok,Male,Bronze,23,175,5,2761600.0,552320.0,6,5,0,0.0,11.0,12800.0,2,Low Engagement Customer
CUST-003664,Bandung,Male,Gold,32,39,78,42882100.0,549771.0,110,91,8,0.0879,8.52,11989.0,0,High Value Customer
CUST-003665,Palembang,Female,Silver,33,8,26,15265300.0,587127.0,35,28,2,0.0714,7.14,12679.0,0,High Value Customer
CUST-003666,Bandung,Male,Bronze,31,44,4,1061200.0,265300.0,5,5,0,0.0,13.0,12000.0,2,Low Engagement Customer
CUST-003667,Makassar,Female,Bronze,31,66,10,5859900.0,585990.0,14,10,0,0.0,10.5,10900.0,2,Low Engagement Customer
CUST-003668,Makassar,Male,Bronze,22,6,5,2007400.0,401480.0,5,5,0,0.0,11.0,15800.0,2,Low Engagement Customer
CUST-003669,Unknown,Unknown,Platinum,34,8,113,51376400.0,454658.0,146,131,12,0.0916,10.57,12160.0,3,Top Spender
CUST-003670,Yogyakarta,Male,Bronze,43,13,4,1100600.0,275150.0,5,5,1,0.2,8.0,15200.0,1,At Risk Customer
CUST-003671,Yogyakarta,Male,Silver,30,166,5,2168600.0,433720.0,6,5,0,0.0,16.0,10200.0,2,Low Engagement Customer
CUST-003672,Jakarta,Male,Bronze,30,27,4,1552400.0,388100.0,6,5,1,0.2,15.0,9000.0,1,At Risk Customer
CUST-003673,Bandung,Female,Bronze,32,138,5,901100.0,180220.0,5,5,0,0.0,3.0,13600.0,2,Low Engagement Customer
CUST-003674,Medan,Male,Bronze,42,72,4,948600.0,237150.0,5,5,1,0.2,7.0,13600.0,1,At Risk Customer
CUST-003675,Makassar,Female,Gold,23,18,35,17270100.0,493431.0,44,46,4,0.087,9.35,13413.0,0,High Value Customer
CUST-003676,Jakarta,Male,Platinum,45,33,47,18259400.0,388498.0,72,55,3,0.0545,10.27,13091.0,0,High Value Customer
CUST-003677,Tangerang,Male,Bronze,35,44,5,1248900.0,249780.0,5,5,0,0.0,4.0,11400.0,2,Low Engagement Customer
CUST-003678,Yogyakarta,Male,Bronze,32,446,3,578400.0,192800.0,3,5,0,0.0,6.0,8400.0,2,Low Engagement Customer
CUST-003679,Jakarta,Female,Bronze,42,127,5,2607600.0,521520.0,5,5,0,0.0,17.0,13200.0,2,Low Engagement Customer
CUST-003680,Balikpapan,Male,Bronze,21,189,5,1942200.0,388440.0,5,5,0,0.0,15.0,14600.0,2,Low Engagement Customer
CUST-003681,Yogyakarta,Female,Bronze,36,47,15,4328200.0,288547.0,24,19,4,0.2105,9.47,11947.0,1,At Risk Customer
CUST-003682,Makassar,Male,Silver,35,297,4,774500.0,193625.0,5,5,0,0.0,8.0,10600.0,2,Low Engagement Customer
CUST-003683,Surabaya,Female,Silver,23,202,4,3105800.0,776450.0,7,5,0,0.0,12.0,14200.0,2,Low Engagement Customer
CUST-003684,Unknown,Male,Silver,36,94,5,1275900.0,255180.0,5,5,0,0.0,8.0,13400.0,2,Low Engagement Customer
CUST-003685,Medan,Female,Bronze,34,34,3,497700.0,165900.0,4,5,1,0.2,5.0,12400.0,1,At Risk Customer
CUST-003686,Medan,Female,Silver,30,165,17,13517100.0,795124.0,28,19,2,0.1053,12.11,10421.0,2,Low Engagement Customer
CUST-003687,Palembang,Female,Silver,39,179,4,10174800.0,2543700.0,13,5,1,0.2,9.0,12400.0,1,At Risk Customer
CUST-003688,Bekasi,Male,Silver,26,214,4,1041800.0,260450.0,5,5,0,0.0,8.0,15200.0,2,Low Engagement Customer
CUST-003689,Bali,Male,Silver,34,3,3,195600.0,65200.0,3,5,1,0.2,8.0,11200.0,1,At Risk Customer
CUST-003690,Bekasi,Female,Silver,30,71,23,6439900.0,279996.0,33,28,3,0.1071,11.96,10286.0,2,Low Engagement Customer
CUST-003691,Balikpapan,Female,Bronze,26,130,5,819600.0,163920.0,5,5,0,0.0,17.0,16200.0,2,Low Engagement Customer
CUST-003692,Medan,Female,Bronze,36,486,4,1434700.0,358675.0,4,5,1,0.2,11.0,12200.0,1,At Risk Customer
CUST-003693,Jakarta,Female,Bronze,30,320,5,1813300.0,362660.0,5,5,0,0.0,3.0,14400.0,2,Low Engagement Customer
CUST-003694,Jakarta,Male,Silver,18,150,6,1993300.0,332217.0,7,10,3,0.3,14.5,11800.0,1,At Risk Customer
CUST-003695,Surabaya,Male,Bronze,18,730,3,2186000.0,728667.0,4,5,1,0.2,8.0,10800.0,1,At Risk Customer
CUST-003696,Semarang,Male,Bronze,39,33,4,2462100.0,615525.0,4,5,0,0.0,9.0,16800.0,2,Low Engagement Customer
CUST-003697,Surabaya,Unknown,Silver,21,8,21,14077300.0,670348.0,23,23,0,0.0,12.61,16783.0,2,Low Engagement Customer
CUST-003698,Jakarta,Female,Bronze,34,402,5,5390000.0,1078000.0,6,5,0,0.0,9.0,14200.0,2,Low Engagement Customer
CUST-003699,Yogyakarta,Female,Bronze,32,16,3,464000.0,154667.0,3,5,1,0.2,12.0,10200.0,1,At Risk Customer
CUST-003700,Bogor,Male,Gold,28,16,48,23581900.0,491290.0,63,55,3,0.0545,9.18,10709.0,0,High Value Customer
CUST-003701,Jakarta,Female,Silver,49,569,2,420200.0,210100.0,2,5,3,0.6,8.0,17200.0,1,At Risk Customer
CUST-003702,Jakarta,Female,Platinum,33,3,111,56249100.0,506749.0,157,145,19,0.131,11.17,13048.0,3,Top Spender
CUST-003703,Medan,Male,Silver,38,246,4,1031500.0,257875.0,5,5,0,0.0,8.0,8400.0,2,Low Engagement Customer
CUST-003704,Surabaya,Male,Bronze,34,11,5,2225200.0,445040.0,10,5,0,0.0,17.0,14000.0,2,Low Engagement Customer
CUST-003705,Tangerang,Female,Silver,29,158,5,1529600.0,305920.0,9,5,0,0.0,19.0,17000.0,2,Low Engagement Customer
CUST-003706,Palembang,Female,Gold,31,3,96,42838700.0,446236.0,127,113,13,0.115,11.95,11558.0,3,Top Spender
CUST-003707,Jakarta,Female,Silver,45,28,28,19328400.0,690300.0,37,32,4,0.125,7.97,12531.0,0,High Value Customer
CUST-003708,Makassar,Male,Silver,41,18,33,16284900.0,493482.0,45,41,3,0.0732,10.61,13463.0,0,High Value Customer
CUST-003709,Surabaya,Male,Bronze,49,300,4,1082400.0,270600.0,6,5,0,0.0,14.0,11400.0,2,Low Engagement Customer
CUST-003710,Malang,Unknown,Bronze,33,242,5,698100.0,139620.0,5,5,0,0.0,17.0,10600.0,2,Low Engagement Customer
CUST-003711,Medan,Male,Bronze,24,37,4,1396600.0,349150.0,10,5,1,0.2,4.0,15200.0,1,At Risk Customer
CUST-003712,Bali,Female,Bronze,28,285,5,2000100.0,400020.0,7,5,0,0.0,10.0,10200.0,2,Low Engagement Customer
CUST-003713,Jakarta,Female,Bronze,21,303,4,1947200.0,486800.0,7,5,1,0.2,4.0,10800.0,1,At Risk Customer
CUST-003714,Jakarta,Female,Silver,38,276,4,1514900.0,378725.0,4,5,1,0.2,4.0,10000.0,1,At Risk Customer
CUST-003715,Bandung,Unknown,Silver,32,356,5,6463900.0,1292780.0,8,5,0,0.0,14.0,13400.0,2,Low Engagement Customer
CUST-003716,Balikpapan,Male,Silver,18,188,8,4609400.0,576175.0,9,10,1,0.1,12.0,12100.0,2,Low Engagement Customer
CUST-003717,Makassar,Male,Bronze,54,134,5,2171300.0,434260.0,7,5,0,0.0,9.0,8400.0,2,Low Engagement Customer
CUST-003718,Bekasi,Male,Silver,26,229,11,3294900.0,299536.0,14,14,0,0.0,10.36,11786.0,2,Low Engagement Customer
CUST-003719,Surabaya,Male,Bronze,26,194,4,1555300.0,388825.0,6,5,0,0.0,5.0,8400.0,2,Low Engagement Customer
CUST-003720,Jakarta,Male,Silver,47,7,8,3362900.0,420362.0,13,10,1,0.1,10.0,12800.0,2,Low Engagement Customer
CUST-003721,Unknown,Male,Bronze,21,230,3,1270100.0,423367.0,3,5,1,0.2,14.0,13400.0,1,At Risk Customer
CUST-003722,Palembang,Female,Silver,42,362,2,361100.0,180550.0,3,5,2,0.4,10.0,13600.0,1,At Risk Customer
CUST-003723,Yogyakarta,Female,Bronze,26,243,3,847600.0,282533.0,4,5,0,0.0,6.0,14600.0,2,Low Engagement Customer
CUST-003724,Medan,Male,Silver,20,14,29,8627100.0,297486.0,36,32,1,0.0312,11.41,12000.0,0,High Value Customer
CUST-003725,Jakarta,Male,Bronze,47,277,10,7350000.0,735000.0,15,10,0,0.0,11.5,14100.0,2,Low Engagement Customer
CUST-003726,Unknown,Female,Bronze,40,136,4,802200.0,200550.0,4,5,1,0.2,6.0,13600.0,1,At Risk Customer
CUST-003727,Jakarta,Male,Bronze,40,275,4,881900.0,220475.0,4,5,1,0.2,7.0,14200.0,1,At Risk Customer
CUST-003728,Makassar,Male,Bronze,35,415,5,3181000.0,636200.0,7,5,0,0.0,10.0,12000.0,2,Low Engagement Customer
CUST-003729,Jakarta,Male,Bronze,37,370,4,684300.0,171075.0,5,5,0,0.0,4.0,12000.0,2,Low Engagement Customer
CUST-003730,Bekasi,Female,Silver,20,78,21,6758000.0,321810.0,30,23,2,0.087,8.04,11522.0,2,Low Engagement Customer
CUST-003731,Bekasi,Male,Gold,33,60,43,13134500.0,305453.0,56,50,5,0.1,11.5,12840.0,0,High Value Customer
CUST-003732,Makassar,Unknown,Gold,23,104,4,504500.0,126125.0,4,10,3,0.3,11.5,14600.0,1,At Risk Customer
CUST-003733,Jakarta,Male,Silver,19,5,7,5649500.0,807071.0,12,10,0,0.0,10.0,13600.0,2,Low Engagement Customer
CUST-003734,Surabaya,Female,Silver,35,227,8,1673300.0,209162.0,10,10,2,0.2,7.0,10300.0,1,At Risk Customer
CUST-003735,Jakarta,Male,Bronze,42,139,5,4039000.0,807800.0,6,5,0,0.0,15.0,14600.0,2,Low Engagement Customer
CUST-003736,Makassar,Male,Bronze,28,117,4,4506900.0,1126725.0,8,5,1,0.2,8.0,13200.0,1,At Risk Customer
CUST-003737,Jakarta,Female,Bronze,30,239,5,2970100.0,594020.0,6,5,0,0.0,8.0,11200.0,2,Low Engagement Customer
CUST-003738,Yogyakarta,Female,Platinum,21,17,42,25905000.0,616786.0,64,55,8,0.1455,10.82,12909.0,0,High Value Customer
CUST-003739,Yogyakarta,Female,Bronze,32,164,5,2198100.0,439620.0,8,5,0,0.0,10.0,11400.0,2,Low Engagement Customer
CUST-003740,Jakarta,Female,Silver,38,138,4,655600.0,163900.0,4,5,1,0.2,8.0,9000.0,1,At Risk Customer
CUST-003741,Depok,Female,Silver,39,221,6,1828000.0,304667.0,11,10,4,0.4,10.5,15400.0,1,At Risk Customer
CUST-003742,Depok,Female,Bronze,36,59,4,4376500.0,1094125.0,5,5,1,0.2,13.0,12000.0,1,At Risk Customer
CUST-003743,Bandung,Female,Silver,26,67,5,1478700.0,295740.0,6,5,0,0.0,19.0,10200.0,2,Low Engagement Customer
CUST-003744,Jakarta,Male,Bronze,26,243,2,458600.0,229300.0,2,5,1,0.2,14.0,12200.0,1,At Risk Customer
CUST-003745,Jakarta,Male,Bronze,39,38,4,2905000.0,726250.0,6,5,0,0.0,12.0,13000.0,2,Low Engagement Customer
CUST-003746,Depok,Male,Silver,39,178,3,2832700.0,944233.0,3,5,2,0.4,13.0,7800.0,1,At Risk Customer
CUST-003747,Surabaya,Female,Bronze,30,34,12,2274300.0,189525.0,15,14,0,0.0,8.21,13143.0,2,Low Engagement Customer
CUST-003748,Semarang,Male,Silver,28,9,29,8061500.0,277983.0,35,37,4,0.1081,10.54,11838.0,0,High Value Customer
CUST-003749,Yogyakarta,Female,Platinum,42,17,58,34004400.0,586283.0,76,73,9,0.1233,9.66,12110.0,0,High Value Customer
CUST-003750,Semarang,Female,Bronze,28,126,5,2906300.0,581260.0,8,5,0,0.0,9.0,14600.0,2,Low Engagement Customer
CUST-003751,Bogor,Female,Bronze,38,9,5,4706200.0,941240.0,5,5,0,0.0,6.0,16200.0,2,Low Engagement Customer
CUST-003752,Palembang,Female,Bronze,30,71,5,3553100.0,710620.0,10,5,0,0.0,3.0,14000.0,2,Low Engagement Customer
CUST-003753,Unknown,Male,Gold,22,74,47,32401000.0,689383.0,61,59,4,0.0678,11.86,13085.0,0,High Value Customer
CUST-003754,Yogyakarta,Female,Silver,46,123,14,7461500.0,532964.0,16,19,2,0.1053,9.74,13474.0,2,Low Engagement Customer
CUST-003755,Surabaya,Male,Silver,33,180,4,3078700.0,769675.0,5,5,0,0.0,8.0,14600.0,2,Low Engagement Customer
