customer_id,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment,Cluster_Label,gender,age,age_group,city,loyalty_tier,tenure_hari
CUST-006725,8,4,3865900.0,5,2,4,11,New Customers,Occasional Buyer,Female,35,Gen X (35–44),Surabaya,Silver,1156
CUST-006726,193,4,1177700.0,2,2,2,6,Hibernating,Inactive / Churned,Male,46,Baby Boomer (45–54),Jakarta,Silver,760
CUST-006727,137,5,3622300.0,3,3,4,10,Loyal Customers,Inactive / Churned,Male,33,Millennial (25–34),Palembang,Bronze,487
CUST-006728,234,9,1463000.0,2,4,2,8,At Risk,Inactive / Churned,Male,18,Gen Z (18–24),Balikpapan,Platinum,408
CUST-006729,117,4,2784200.0,3,2,3,8,Potential Loyalists,Occasional Buyer,Unknown,18,Gen Z (18–24),Semarang,Bronze,1198
CUST-006730,101,10,2506400.0,3,4,3,10,Potential Loyalists,Occasional Buyer,Female,35,Gen X (35–44),Surabaya,Gold,423
CUST-006731,122,5,1099800.0,3,3,2,8,Needs Attention,Inactive / Churned,Male,23,Gen Z (18–24),Makassar,Gold,624
CUST-006732,309,3,2425500.0,1,1,3,5,Lost,Inactive / Churned,Male,31,Millennial (25–34),Depok,Bronze,625
CUST-006733,44,5,3089900.0,4,3,4,11,Loyal Customers,Occasional Buyer,Female,24,Gen Z (18–24),Tangerang,Bronze,1145
CUST-006734,173,2,166600.0,2,1,1,4,Hibernating,Inactive / Churned,Male,24,Gen Z (18–24),Malang,Silver,759
CUST-006735,294,4,2748500.0,1,2,3,6,Lost,Occasional Buyer,Male,25,Millennial (25–34),Jakarta,Bronze,955
CUST-006736,3,92,52101000.0,5,5,5,15,Champions,VIP — High Spender,Female,25,Millennial (25–34),Palembang,Gold,750
CUST-006737,10,5,1851000.0,5,3,3,11,Potential Loyalists,Occasional Buyer,Female,38,Gen X (35–44),Jakarta,Gold,614
CUST-006738,5,49,17990100.0,5,5,5,15,Champions,VIP — High Spender,Male,37,Gen X (35–44),Surabaya,Silver,1112
CUST-006739,88,16,9101100.0,3,5,5,13,Loyal Customers,VIP — High Spender,Male,21,Gen Z (18–24),Jakarta,Bronze,1140
CUST-006740,241,5,1368600.0,2,3,2,7,At Risk,Occasional Buyer,Female,22,Gen Z (18–24),Tangerang,Gold,956
CUST-006741,42,22,10889400.0,4,5,5,14,Champions,VIP — High Spender,Male,35,Gen X (35–44),Bali,Silver,699
CUST-006742,95,11,7591700.0,3,4,5,12,Loyal Customers,Occasional Buyer,Male,41,Gen X (35–44),Jakarta,Silver,671
CUST-006743,65,3,559300.0,4,1,1,6,New Customers,Inactive / Churned,Female,41,Gen X (35–44),Bekasi,Bronze,730
CUST-006744,44,16,11823800.0,4,5,5,14,Champions,Occasional Buyer,Female,22,Gen Z (18–24),Surabaya,Silver,513
CUST-006745,70,5,1327700.0,3,3,2,8,Needs Attention,Inactive / Churned,Male,40,Gen X (35–44),Medan,Bronze,616
CUST-006746,231,3,3667900.0,2,1,4,7,Hibernating,Inactive / Churned,Unknown,32,Millennial (25–34),Tangerang,Silver,823
CUST-006747,362,3,2743400.0,1,1,3,5,Lost,Inactive / Churned,Female,30,Millennial (25–34),Medan,Silver,843
CUST-006748,38,13,8421100.0,4,4,5,13,Champions,Occasional Buyer,Male,36,Gen X (35–44),Surabaya,Silver,560
CUST-006749,357,3,2277800.0,1,1,3,5,Lost,Inactive / Churned,Unknown,18,Gen Z (18–24),Balikpapan,Bronze,482
CUST-006750,402,3,898700.0,1,1,2,4,Lost,Inactive / Churned,Male,50,Baby Boomer (45–54),Semarang,Bronze,513
CUST-006751,184,5,2194000.0,2,3,3,8,At Risk,Occasional Buyer,Male,43,Gen X (35–44),Bali,Bronze,831
CUST-006752,146,4,1316400.0,2,2,2,6,Hibernating,Inactive / Churned,Female,37,Gen X (35–44),Yogyakarta,Gold,756
CUST-006753,164,4,1181900.0,2,2,2,6,Hibernating,Inactive / Churned,Male,23,Gen Z (18–24),Yogyakarta,Silver,570
CUST-006754,357,5,2035400.0,1,3,3,7,At Risk,Inactive / Churned,Male,31,Millennial (25–34),Bandung,Bronze,756
CUST-006755,174,4,1213900.0,2,2,2,6,Hibernating,Occasional Buyer,Male,39,Gen X (35–44),Bogor,Bronze,1075
CUST-006756,12,34,12787600.0,5,5,5,15,Champions,VIP — High Spender,Male,21,Gen Z (18–24),Yogyakarta,Silver,479
CUST-006757,388,3,1658200.0,1,1,3,5,Lost,Inactive / Churned,Female,30,Millennial (25–34),Surabaya,Bronze,833
CUST-006758,169,4,2552800.0,2,2,3,7,Hibernating,Inactive / Churned,Female,40,Gen X (35–44),Balikpapan,Bronze,394
CUST-006759,34,9,4272800.0,4,4,4,12,Champions,Occasional Buyer,Unknown,18,Gen Z (18–24),Tangerang,Silver,780
CUST-006760,34,7,3019700.0,4,4,4,12,Champions,Occasional Buyer,Male,34,Millennial (25–34),Jakarta,Silver,929
CUST-006761,51,8,6601300.0,4,4,5,13,Champions,Occasional Buyer,Male,18,Gen Z (18–24),Jakarta,Bronze,1086
CUST-006762,36,5,1524300.0,4,3,2,9,About to Sleep,Occasional Buyer,Male,23,Gen Z (18–24),Jakarta,Bronze,967
CUST-006763,217,5,1324500.0,2,3,2,7,At Risk,Occasional Buyer,Male,27,Millennial (25–34),Depok,Silver,1079
CUST-006764,652,3,896200.0,1,1,2,4,Lost,Inactive / Churned,Male,36,Gen X (35–44),Jakarta,Silver,448
CUST-006765,139,5,1262700.0,2,3,2,7,At Risk,Inactive / Churned,Female,25,Millennial (25–34),Jakarta,Bronze,737
CUST-006766,15,4,1130500.0,5,2,2,9,New Customers,Occasional Buyer,Female,33,Millennial (25–34),Surabaya,Bronze,539
CUST-006767,235,4,457200.0,2,2,1,5,Hibernating,Occasional Buyer,Unknown,25,Millennial (25–34),Bekasi,Silver,1090
CUST-006768,7,97,36938000.0,5,5,5,15,Champions,VIP — High Spender,Male,27,Millennial (25–34),Medan,Platinum,1222
CUST-006769,167,3,672100.0,2,1,1,4,Hibernating,Occasional Buyer,Female,43,Gen X (35–44),Semarang,Bronze,900
CUST-006770,28,4,1489000.0,4,2,2,8,New Customers,Occasional Buyer,Male,21,Gen Z (18–24),Bekasi,Silver,435
CUST-006771,124,7,3847900.0,3,4,4,11,Loyal Customers,Occasional Buyer,Male,38,Gen X (35–44),Surabaya,Silver,1176
CUST-006772,660,3,341100.0,1,1,1,3,Lost,Inactive / Churned,Female,31,Millennial (25–34),Jakarta,Bronze,568
CUST-006773,14,5,2230300.0,5,3,3,11,Potential Loyalists,Occasional Buyer,Female,26,Millennial (25–34),Surabaya,Bronze,1224
CUST-006774,73,54,18839900.0,3,5,5,13,Loyal Customers,VIP — High Spender,Male,21,Gen Z (18–24),Malang,Platinum,1129
CUST-006775,64,10,3629500.0,4,4,4,12,Champions,Occasional Buyer,Male,21,Gen Z (18–24),Medan,Silver,621
CUST-006776,185,3,477800.0,2,1,1,4,Hibernating,Occasional Buyer,Male,25,Millennial (25–34),Makassar,Bronze,1088
CUST-006777,148,4,851800.0,2,2,2,6,Hibernating,Occasional Buyer,Female,30,Millennial (25–34),Tangerang,Bronze,1258
CUST-006778,157,3,589200.0,2,1,1,4,Hibernating,Occasional Buyer,Male,32,Millennial (25–34),Jakarta,Bronze,1080
CUST-006779,77,9,4663600.0,3,4,4,11,Loyal Customers,Occasional Buyer,Unknown,29,Millennial (25–34),Depok,Silver,618
CUST-006780,24,4,1425800.0,5,2,2,9,New Customers,Occasional Buyer,Male,29,Millennial (25–34),Surabaya,Bronze,799
CUST-006781,16,99,41976400.0,5,5,5,15,Champions,VIP — High Spender,Male,31,Millennial (25–34),Bandung,Gold,785
CUST-006782,44,3,587400.0,4,1,1,6,New Customers,Occasional Buyer,Female,36,Gen X (35–44),Surabaya,Bronze,908
CUST-006783,184,3,457300.0,2,1,1,4,Hibernating,Occasional Buyer,Female,37,Gen X (35–44),Jakarta,Bronze,1146
CUST-006784,22,4,3591400.0,5,2,4,11,New Customers,Occasional Buyer,Male,19,Gen Z (18–24),Bandung,Bronze,1084
CUST-006785,153,4,2787200.0,2,2,3,7,Hibernating,Occasional Buyer,Female,29,Millennial (25–34),Jakarta,Silver,1111
CUST-006786,4,173,72022100.0,5,5,5,15,Champions,VIP — High Spender,Female,43,Gen X (35–44),Yogyakarta,Platinum,641
CUST-006787,7,157,59624900.0,5,5,5,15,Champions,VIP — High Spender,Female,20,Gen Z (18–24),Surabaya,Gold,515
CUST-006788,326,5,2385200.0,1,3,3,7,At Risk,Occasional Buyer,Female,32,Millennial (25–34),Palembang,Bronze,1064
CUST-006789,292,4,4396400.0,1,2,4,7,Lost,Occasional Buyer,Female,32,Millennial (25–34),Surabaya,Gold,1122
CUST-006790,509,5,1475100.0,1,3,2,6,At Risk,Occasional Buyer,Female,26,Millennial (25–34),Jakarta,Silver,1051
CUST-006791,14,25,10736800.0,5,5,5,15,Champions,VIP — High Spender,Female,46,Baby Boomer (45–54),Depok,Silver,433
CUST-006792,177,3,5683400.0,2,1,4,7,Hibernating,Occasional Buyer,Male,32,Millennial (25–34),Semarang,Silver,1085
CUST-006793,114,10,4348300.0,3,4,4,11,Loyal Customers,Occasional Buyer,Male,45,Baby Boomer (45–54),Jakarta,Silver,657
CUST-006794,172,3,1180200.0,2,1,2,5,Hibernating,Occasional Buyer,Male,32,Millennial (25–34),Semarang,Bronze,1172
CUST-006795,267,4,1072400.0,2,2,2,6,Hibernating,Inactive / Churned,Male,36,Gen X (35–44),Jakarta,Bronze,683
CUST-006796,22,7,2548500.0,5,4,3,12,Potential Loyalists,Occasional Buyer,Male,26,Millennial (25–34),Jakarta,Silver,1057
CUST-006797,101,5,2052600.0,3,3,3,9,Potential Loyalists,Inactive / Churned,Unknown,26,Millennial (25–34),Depok,Bronze,524
CUST-006798,197,4,915800.0,2,2,2,6,Hibernating,Occasional Buyer,Male,35,Gen X (35–44),Bandung,Bronze,1257
CUST-006799,185,10,5018000.0,2,4,4,10,Cannot Lose Them,Occasional Buyer,Male,35,Gen X (35–44),Jakarta,Gold,827
CUST-006800,77,5,2242000.0,3,3,3,9,Potential Loyalists,Occasional Buyer,Female,37,Gen X (35–44),Medan,Silver,681
CUST-006801,339,5,2448000.0,1,3,3,7,At Risk,Inactive / Churned,Male,35,Gen X (35–44),Medan,Bronze,608
CUST-006802,33,5,2925200.0,4,3,3,10,Potential Loyalists,Occasional Buyer,Male,19,Gen Z (18–24),Semarang,Bronze,467
CUST-006803,179,3,624500.0,2,1,1,4,Hibernating,Inactive / Churned,Male,24,Gen Z (18–24),Jakarta,Bronze,714
CUST-006804,137,18,6785000.0,3,5,5,13,Loyal Customers,Occasional Buyer,Male,39,Gen X (35–44),Bekasi,Platinum,1162
CUST-006805,45,5,4173700.0,4,3,4,11,Loyal Customers,Occasional Buyer,Male,18,Gen Z (18–24),Jakarta,Bronze,626
CUST-006806,603,4,486900.0,1,2,1,4,Lost,Inactive / Churned,Female,34,Millennial (25–34),Medan,Silver,802
CUST-006807,342,5,1793200.0,1,3,3,7,At Risk,Occasional Buyer,Female,30,Millennial (25–34),Jakarta,Silver,1188
CUST-006808,9,5,3108100.0,5,3,4,12,Loyal Customers,Occasional Buyer,Male,39,Gen X (35–44),Bandung,Bronze,1151
CUST-006809,136,4,1104100.0,3,2,2,7,About to Sleep,Inactive / Churned,Male,32,Millennial (25–34),Bali,Silver,532
CUST-006810,54,4,3858900.0,4,2,4,10,New Customers,Occasional Buyer,Male,26,Millennial (25–34),Tangerang,Bronze,769
CUST-006811,398,4,858800.0,1,2,2,5,Lost,Occasional Buyer,Female,25,Millennial (25–34),Bandung,Bronze,1135
CUST-006812,99,3,1504000.0,3,1,2,6,About to Sleep,Inactive / Churned,Male,27,Millennial (25–34),Jakarta,Bronze,568
CUST-006813,221,4,523000.0,2,2,1,5,Hibernating,Inactive / Churned,Male,37,Gen X (35–44),Jakarta,Bronze,750
CUST-006814,225,5,2487900.0,2,3,3,8,At Risk,Occasional Buyer,Female,18,Gen Z (18–24),Bekasi,Bronze,1127
CUST-006815,379,5,2288600.0,1,3,3,7,At Risk,Occasional Buyer,Male,33,Millennial (25–34),Jakarta,Bronze,873
CUST-006816,496,3,3047900.0,1,1,4,6,Lost,Inactive / Churned,Male,24,Gen Z (18–24),Surabaya,Silver,441
CUST-006817,159,2,762400.0,2,1,1,4,Hibernating,Inactive / Churned,Male,33,Millennial (25–34),Jakarta,Gold,601
CUST-006818,40,17,4839500.0,4,5,4,13,Champions,Occasional Buyer,Female,35,Gen X (35–44),Jakarta,Silver,929
CUST-006819,579,3,862100.0,1,1,2,4,Lost,Occasional Buyer,Female,18,Gen Z (18–24),Surabaya,Silver,1273
CUST-006820,66,13,11428900.0,4,4,5,13,Champions,VIP — High Spender,Female,29,Millennial (25–34),Yogyakarta,Silver,1074
CUST-006821,21,3,832200.0,5,1,2,8,New Customers,Occasional Buyer,Female,32,Millennial (25–34),Tangerang,Silver,1115
CUST-006822,18,9,6309100.0,5,4,4,13,Champions,Occasional Buyer,Female,32,Millennial (25–34),Tangerang,Bronze,938
CUST-006823,135,18,9486400.0,3,5,5,13,Loyal Customers,Occasional Buyer,Unknown,30,Millennial (25–34),Bekasi,Silver,483
CUST-006824,284,3,1480900.0,1,1,2,4,Lost,Occasional Buyer,Unknown,21,Gen Z (18–24),Jakarta,Silver,1116
CUST-006825,21,5,1891800.0,5,3,3,11,Potential Loyalists,Occasional Buyer,Male,22,Gen Z (18–24),Bogor,Bronze,1233
CUST-006826,64,3,360800.0,4,1,1,6,New Customers,Occasional Buyer,Female,19,Gen Z (18–24),Surabaya,Bronze,1159
CUST-006827,60,17,7178500.0,4,5,5,14,Champions,Occasional Buyer,Male,36,Gen X (35–44),Jakarta,Gold,876
CUST-006828,166,7,2903900.0,2,4,3,9,At Risk,Occasional Buyer,Male,30,Millennial (25–34),Surabaya,Bronze,1217
CUST-006829,187,4,2982300.0,2,2,4,8,Hibernating,Inactive / Churned,Female,31,Millennial (25–34),Makassar,Bronze,777
CUST-006830,212,5,1604700.0,2,3,3,8,At Risk,Occasional Buyer,Female,18,Gen Z (18–24),Jakarta,Bronze,1031
CUST-006831,26,27,8770500.0,4,5,5,14,Champions,VIP — High Spender,Female,31,Millennial (25–34),Depok,Platinum,940
CUST-006832,47,4,1036100.0,4,2,2,8,New Customers,Occasional Buyer,Male,37,Gen X (35–44),Bandung,Bronze,1137
CUST-006833,16,66,30390500.0,5,5,5,15,Champions,VIP — High Spender,Female,18,Gen Z (18–24),Makassar,Gold,606
CUST-006834,41,9,2830000.0,4,4,3,11,Potential Loyalists,Occasional Buyer,Female,27,Millennial (25–34),Depok,Bronze,934
CUST-006835,58,31,11981100.0,4,5,5,14,Champions,VIP — High Spender,Female,18,Gen Z (18–24),Balikpapan,Silver,1174
CUST-006836,31,13,2535900.0,4,4,3,11,Potential Loyalists,Occasional Buyer,Male,28,Millennial (25–34),Bekasi,Bronze,952
CUST-006837,198,3,1921000.0,2,1,3,6,Hibernating,Inactive / Churned,Male,23,Gen Z (18–24),Makassar,Silver,392
CUST-006838,89,11,3778600.0,3,4,4,11,Loyal Customers,Occasional Buyer,Female,35,Gen X (35–44),Bogor,Bronze,635
CUST-006839,213,5,3891900.0,2,3,4,9,At Risk,Inactive / Churned,Female,33,Millennial (25–34),Makassar,Bronze,495
CUST-006840,16,4,841600.0,5,2,2,9,New Customers,Occasional Buyer,Unknown,43,Gen X (35–44),Makassar,Bronze,475
CUST-006841,386,4,1454700.0,1,2,2,5,Lost,Inactive / Churned,Female,32,Millennial (25–34),Jakarta,Bronze,784
CUST-006842,372,2,90500.0,1,1,1,3,Lost,Inactive / Churned,Male,35,Gen X (35–44),Jakarta,Bronze,776
CUST-006843,67,3,435100.0,3,1,1,5,About to Sleep,Inactive / Churned,Male,26,Millennial (25–34),Jakarta,Silver,462
CUST-006844,89,26,15923800.0,3,5,5,13,Loyal Customers,VIP — High Spender,Male,22,Gen Z (18–24),Semarang,Gold,492
CUST-006845,67,2,1100100.0,3,1,2,6,About to Sleep,Inactive / Churned,Female,39,Gen X (35–44),Bandung,Bronze,633
CUST-006846,98,4,613100.0,3,2,1,6,About to Sleep,Inactive / Churned,Male,43,Gen X (35–44),Bandung,Bronze,538
CUST-006847,198,5,2955400.0,2,3,4,9,At Risk,Inactive / Churned,Male,38,Gen X (35–44),Jakarta,Bronze,610
CUST-006848,150,3,595800.0,2,1,1,4,Hibernating,Occasional Buyer,Male,33,Millennial (25–34),Bandung,Bronze,1000
CUST-006849,64,3,894200.0,4,1,2,7,New Customers,Occasional Buyer,Female,23,Gen Z (18–24),Bandung,Bronze,1169
CUST-006850,21,47,16581200.0,5,5,5,15,Champions,VIP — High Spender,Male,42,Gen X (35–44),Semarang,Platinum,632
CUST-006851,38,23,8745900.0,4,5,5,14,Champions,Occasional Buyer,Male,37,Gen X (35–44),Bandung,Silver,462
CUST-006852,20,18,7517600.0,5,5,5,15,Champions,Occasional Buyer,Female,50,Baby Boomer (45–54),Bandung,Silver,397
CUST-006853,29,3,1930600.0,4,1,3,8,New Customers,Occasional Buyer,Female,21,Gen Z (18–24),Surabaya,Bronze,1234
CUST-006854,131,3,436300.0,3,1,1,5,About to Sleep,Inactive / Churned,Female,39,Gen X (35–44),Jakarta,Silver,704
CUST-006855,170,2,511600.0,2,1,1,4,Hibernating,Inactive / Churned,Male,36,Gen X (35–44),Surabaya,Silver,722
CUST-006856,129,7,1512900.0,3,4,2,9,Needs Attention,Occasional Buyer,Male,28,Millennial (25–34),Jakarta,Gold,945
CUST-006857,291,2,975500.0,1,1,2,4,Lost,Inactive / Churned,Female,44,Gen X (35–44),Jakarta,Bronze,780
CUST-006858,65,5,1870700.0,4,3,3,10,Potential Loyalists,Occasional Buyer,Female,32,Millennial (25–34),Surabaya,Bronze,867
CUST-006859,3,41,15742900.0,5,5,5,15,Champions,VIP — High Spender,Female,23,Gen Z (18–24),Jakarta,Silver,445
CUST-006860,379,4,3212400.0,1,2,4,7,Lost,Occasional Buyer,Female,30,Millennial (25–34),Palembang,Bronze,1008
CUST-006861,12,11,3647800.0,5,4,4,13,Champions,Occasional Buyer,Male,23,Gen Z (18–24),Surabaya,Gold,1116
CUST-006862,54,16,6434800.0,4,5,4,13,Champions,Occasional Buyer,Female,27,Millennial (25–34),Semarang,Bronze,672
CUST-006863,100,4,795500.0,3,2,1,6,About to Sleep,Occasional Buyer,Female,38,Gen X (35–44),Palembang,Bronze,1020
CUST-006864,267,4,581800.0,2,2,1,5,Hibernating,Occasional Buyer,Male,40,Gen X (35–44),Medan,Bronze,1227
CUST-006865,10,10,5135400.0,5,4,4,13,Champions,Occasional Buyer,Female,33,Millennial (25–34),Medan,Gold,556
CUST-006866,293,4,3407300.0,1,2,4,7,Lost,Occasional Buyer,Male,25,Millennial (25–34),Semarang,Bronze,985
CUST-006867,113,13,6677600.0,3,4,5,12,Loyal Customers,Occasional Buyer,Male,35,Gen X (35–44),Surabaya,Silver,384
CUST-006868,11,23,11410900.0,5,5,5,15,Champions,VIP — High Spender,Female,38,Gen X (35–44),Jakarta,Platinum,997
CUST-006869,159,3,719700.0,2,1,1,4,Hibernating,Inactive / Churned,Female,18,Gen Z (18–24),Palembang,Silver,777
CUST-006870,66,9,3695900.0,4,4,4,12,Champions,Occasional Buyer,Female,33,Millennial (25–34),Jakarta,Silver,1132
CUST-006871,109,11,3931800.0,3,4,4,11,Loyal Customers,Occasional Buyer,Female,30,Millennial (25–34),Medan,Silver,798
CUST-006872,22,22,9702100.0,5,5,5,15,Champions,VIP — High Spender,Male,40,Gen X (35–44),Yogyakarta,Bronze,1039
CUST-006873,378,4,752900.0,1,2,1,4,Lost,Inactive / Churned,Female,35,Gen X (35–44),Medan,Bronze,664
CUST-006874,286,3,1361200.0,1,1,2,4,Lost,Occasional Buyer,Male,36,Gen X (35–44),Surabaya,Silver,1252
CUST-006875,92,5,3032500.0,3,3,4,10,Loyal Customers,Occasional Buyer,Female,27,Millennial (25–34),Depok,Bronze,648
CUST-006876,379,4,706400.0,1,2,1,4,Lost,Inactive / Churned,Male,32,Millennial (25–34),Malang,Bronze,812
CUST-006877,182,4,804500.0,2,2,1,5,Hibernating,Occasional Buyer,Male,40,Gen X (35–44),Depok,Bronze,935
CUST-006878,138,3,759500.0,3,1,1,5,About to Sleep,Occasional Buyer,Male,31,Millennial (25–34),Balikpapan,Bronze,1219
CUST-006879,105,11,5006900.0,3,4,4,11,Loyal Customers,Occasional Buyer,Female,33,Millennial (25–34),Jakarta,Silver,1221
CUST-006880,9,5,697900.0,5,3,1,9,About to Sleep,Occasional Buyer,Male,18,Gen Z (18–24),Jakarta,Bronze,565
CUST-006881,38,4,2112700.0,4,2,3,9,New Customers,Occasional Buyer,Female,31,Millennial (25–34),Jakarta,Bronze,611
CUST-006882,436,4,2908500.0,1,2,3,6,Lost,Inactive / Churned,Male,18,Gen Z (18–24),Depok,Bronze,858
CUST-006883,65,8,4066200.0,4,4,4,12,Champions,Occasional Buyer,Male,27,Millennial (25–34),Bandung,Silver,1271
CUST-006884,170,4,2008400.0,2,2,3,7,Hibernating,Inactive / Churned,Male,32,Millennial (25–34),Medan,Bronze,546
CUST-006885,3,44,22460700.0,5,5,5,15,Champions,VIP — High Spender,Female,38,Gen X (35–44),Surabaya,Silver,678
CUST-006886,298,3,2389500.0,1,1,3,5,Lost,Occasional Buyer,Female,23,Gen Z (18–24),Depok,Bronze,1208
CUST-006887,421,5,3188400.0,1,3,4,8,At Risk,Occasional Buyer,Female,35,Gen X (35–44),Yogyakarta,Bronze,1029
CUST-006888,138,4,2037100.0,3,2,3,8,Potential Loyalists,Occasional Buyer,Male,45,Baby Boomer (45–54),Jakarta,Bronze,1216
CUST-006889,108,5,1133200.0,3,3,2,8,Needs Attention,Inactive / Churned,Female,26,Millennial (25–34),Jakarta,Bronze,495
CUST-006890,19,4,513700.0,5,2,1,8,New Customers,Occasional Buyer,Female,18,Gen Z (18–24),Surabaya,Bronze,824
CUST-006891,9,87,45753900.0,5,5,5,15,Champions,VIP — High Spender,Male,34,Millennial (25–34),Surabaya,Platinum,941
CUST-006892,41,10,5577200.0,4,4,4,12,Champions,Occasional Buyer,Female,21,Gen Z (18–24),Makassar,Silver,709
CUST-006893,156,4,1396700.0,2,2,2,6,Hibernating,Inactive / Churned,Female,24,Gen Z (18–24),Tangerang,Bronze,606
CUST-006894,62,2,235100.0,4,1,1,6,New Customers,Inactive / Churned,Male,40,Gen X (35–44),Bekasi,Bronze,690
CUST-006895,273,3,853500.0,1,1,2,4,Lost,Inactive / Churned,Female,48,Baby Boomer (45–54),Jakarta,Silver,532
CUST-006896,363,4,1060600.0,1,2,2,5,Lost,Inactive / Churned,Female,22,Gen Z (18–24),Jakarta,Bronze,743
CUST-006897,238,3,3057900.0,2,1,4,7,Hibernating,Occasional Buyer,Female,25,Millennial (25–34),Bandung,Silver,1275
CUST-006898,43,11,5375900.0,4,4,4,12,Champions,Occasional Buyer,Female,28,Millennial (25–34),Jakarta,Gold,1155
CUST-006899,13,5,2577700.0,5,3,3,11,Potential Loyalists,Occasional Buyer,Male,27,Millennial (25–34),Jakarta,Bronze,497
CUST-006900,9,33,21070200.0,5,5,5,15,Champions,VIP — High Spender,Male,49,Baby Boomer (45–54),Surabaya,Silver,1162
CUST-006901,363,4,1447900.0,1,2,2,5,Lost,Inactive / Churned,Male,27,Millennial (25–34),Bandung,Bronze,720
CUST-006902,3,8,5538000.0,5,4,4,13,Champions,VIP — High Spender,Male,28,Millennial (25–34),Semarang,Bronze,1092
CUST-006903,70,5,1061600.0,3,3,2,8,Needs Attention,Inactive / Churned,Male,46,Baby Boomer (45–54),Depok,Bronze,413
CUST-006904,431,4,522700.0,1,2,1,4,Lost,Occasional Buyer,Female,32,Millennial (25–34),Surabaya,Bronze,1075
CUST-006905,231,4,2351800.0,2,2,3,7,Hibernating,Occasional Buyer,Male,40,Gen X (35–44),Bekasi,Platinum,952
CUST-006906,70,8,2482100.0,3,4,3,10,Potential Loyalists,Occasional Buyer,Female,23,Gen Z (18–24),Jakarta,Bronze,581
CUST-006907,192,4,438600.0,2,2,1,5,Hibernating,Inactive / Churned,Male,27,Millennial (25–34),Medan,Silver,685
CUST-006908,32,18,9604500.0,4,5,5,14,Champions,VIP — High Spender,Female,22,Gen Z (18–24),Semarang,Bronze,988
CUST-006909,49,5,2349700.0,4,3,3,10,Potential Loyalists,Occasional Buyer,Female,39,Gen X (35–44),Surabaya,Bronze,649
CUST-006910,123,11,3886900.0,3,4,4,11,Loyal Customers,Occasional Buyer,Female,32,Millennial (25–34),Palembang,Silver,396
CUST-006911,83,18,5642200.0,3,5,4,12,Loyal Customers,Occasional Buyer,Male,26,Millennial (25–34),Yogyakarta,Gold,1147
CUST-006912,463,3,272000.0,1,1,1,3,Lost,Occasional Buyer,Female,28,Millennial (25–34),Jakarta,Silver,1061
CUST-006913,6,15,3844000.0,5,5,4,14,Champions,Occasional Buyer,Male,29,Millennial (25–34),Medan,Gold,873
CUST-006914,12,43,13300700.0,5,5,5,15,Champions,VIP — High Spender,Male,18,Gen Z (18–24),Jakarta,Gold,995
CUST-006915,221,7,4966200.0,2,4,4,10,Cannot Lose Them,Occasional Buyer,Male,25,Millennial (25–34),Surabaya,Silver,992
CUST-006916,16,4,1198200.0,5,2,2,9,New Customers,Occasional Buyer,Male,38,Gen X (35–44),Jakarta,Silver,891
CUST-006917,65,21,6121900.0,4,5,4,13,Champions,Occasional Buyer,Male,24,Gen Z (18–24),Semarang,Gold,567
CUST-006918,138,4,2949000.0,3,2,4,9,Potential Loyalists,Occasional Buyer,Female,32,Millennial (25–34),Surabaya,Bronze,956
CUST-006919,139,4,1745300.0,2,2,3,7,Hibernating,Occasional Buyer,Female,20,Gen Z (18–24),Surabaya,Silver,1046
CUST-006920,177,9,3884600.0,2,4,4,10,Cannot Lose Them,Occasional Buyer,Male,30,Millennial (25–34),Jakarta,Silver,782
CUST-006921,224,5,5495500.0,2,3,4,9,At Risk,Inactive / Churned,Female,26,Millennial (25–34),Surabaya,Bronze,493
CUST-006922,46,27,9242400.0,4,5,5,14,Champions,VIP — High Spender,Male,21,Gen Z (18–24),Surabaya,Gold,648
CUST-006923,179,4,4625200.0,2,2,4,8,Hibernating,Occasional Buyer,Male,39,Gen X (35–44),Depok,Bronze,971
CUST-006924,185,4,3840900.0,2,2,4,8,Hibernating,Inactive / Churned,Female,39,Gen X (35–44),Malang,Silver,403
CUST-006925,21,14,5279500.0,5,4,4,13,Champions,Occasional Buyer,Female,23,Gen Z (18–24),Medan,Gold,656
CUST-006926,40,33,11137000.0,4,5,5,14,Champions,VIP — High Spender,Male,30,Millennial (25–34),Semarang,Silver,1153
CUST-006927,48,6,5563800.0,4,4,4,12,Champions,Occasional Buyer,Male,32,Millennial (25–34),Bekasi,Gold,652
CUST-006928,215,3,694200.0,2,1,1,4,Hibernating,Inactive / Churned,Female,18,Gen Z (18–24),Medan,Bronze,462
CUST-006929,138,4,1314100.0,3,2,2,7,About to Sleep,Occasional Buyer,Female,19,Gen Z (18–24),Surabaya,Bronze,852
CUST-006930,26,20,7240400.0,4,5,5,14,Champions,Occasional Buyer,Female,43,Gen X (35–44),Malang,Silver,621
CUST-006931,22,5,2341600.0,5,3,3,11,Potential Loyalists,Occasional Buyer,Male,22,Gen Z (18–24),Balikpapan,Bronze,1142
CUST-006932,104,4,2453600.0,3,2,3,8,Potential Loyalists,Occasional Buyer,Male,43,Gen X (35–44),Surabaya,Bronze,1178
CUST-006933,281,5,3105300.0,1,3,4,8,At Risk,Inactive / Churned,Male,19,Gen Z (18–24),Depok,Bronze,712
CUST-006934,13,31,11164000.0,5,5,5,15,Champions,VIP — High Spender,Female,37,Gen X (35–44),Palembang,Gold,917
